empleado_id,empresa_id,genero,edad,experiencia,antiguedad,departamento,seniority,modalidad,salario
EMP_00290,EMP_044,Hombre,45,23.2,3.4,DevOps,Mid,Presencial,30k-45k
EMP_00291,EMP_007,Mujer,54,32.6,0.0,Administración,Junior,Híbrido,<30k
EMP_00292,EMP_041,Hombre,40,16.8,3.2,Ventas,Junior,Remoto,<30k
EMP_00293,EMP_005,Mujer,55,32.0,7.6,Desarrollo,Mid,Híbrido,30k-45k
EMP_00294,EMP_003,Hombre,30,8.4,2.3,Ventas,Senior,Presencial,45k-60k
EMP_00295,EMP_040,Mujer,46,25.5,6.2,Desarrollo,Junior,Remoto,<30k
EMP_00296,EMP_025,Mujer,46,25.4,1.9,Administración,Senior,Híbrido,45k-60k
EMP_00297,EMP_025,Mujer,58,38.0,1.8,QA,Junior,Híbrido,<30k
EMP_00298,EMP_020,Hombre,38,15.9,4.2,Desarrollo,Junior,Remoto,<30k
EMP_00299,EMP_029,Mujer,33,13.1,3.2,Administración,Lead,Híbrido,>60k
EMP_00300,EMP_010,Hombre,29,9.6,4.4,Desarrollo,Senior,Remoto,45k-60k
EMP_00301,EMP_043,Hombre,58,37.7,3.9,Data & IA,Senior,Híbrido,45k-60k
EMP_00302,EMP_021,Mujer,46,24.5,4.5,Ventas,Junior,Híbrido,<30k
EMP_00303,EMP_008,Hombre,47,25.3,2.2,Administración,Senior,Híbrido,45k-60k
EMP_00304,EMP_004,Mujer,53,31.9,3.4,Administración,Junior,Híbrido,<30k
EMP_00305,EMP_012,Hombre,44,19.5,8.2,Ventas,Senior,Presencial,45k-60k
EMP_00306,EMP_012,Hombre,28,6.9,2.6,Administración,Senior,Remoto,45k-60k
EMP_00307,EMP_013,Hombre,44,23.3,4.6,QA,Mid,Híbrido,30k-45k
EMP_00308,EMP_030,Hombre,56,35.9,2.0,Producto,Mid,Híbrido,30k-45k
EMP_00309,EMP_000,Mujer,38,13.5,5.8,UX/UI,Senior,Híbrido,45k-60k
EMP_00310,EMP_020,Hombre,55,33.2,5.0,RRHH,Mid,Remoto,30k-45k
EMP_00311,EMP_042,Mujer,47,24.5,3.3,Desarrollo,Lead,Híbrido,>60k
EMP_00312,EMP_016,Mujer,36,14.4,5.8,Marketing,Junior,Presencial,<30k
EMP_00313,EMP_027,Hombre,43,23.1,0.0,Marketing,Mid,Presencial,30k-45k
EMP_00314,EMP_026,Hombre,37,17.0,2.6,Marketing,Mid,Remoto,30k-45k
EMP_00315,EMP_049,Mujer,23,2.4,3.1,Finanzas,Mid,Híbrido,30k-45k
EMP_00316,EMP_019,Mujer,56,34.0,1.9,Data & IA,Mid,Híbrido,30k-45k
EMP_00317,EMP_011,Hombre,37,14.1,5.9,Ventas,Junior,Híbrido,<30k
EMP_00318,EMP_031,Mujer,41,17.3,4.6,Data & IA,Junior,Presencial,<30k
EMP_00319,EMP_006,Hombre,24,0.0,2.4,Ventas,Junior,Presencial,<30k
EMP_00320,EMP_019,Hombre,25,4.3,6.2,Finanzas,Mid,Híbrido,30k-45k
EMP_00321,EMP_039,Hombre,22,0.0,1.2,Finanzas,Junior,Híbrido,<30k
EMP_00322,EMP_018,Hombre,25,5.0,2.6,Marketing,Mid,Híbrido,30k-45k
EMP_00323,EMP_029,Hombre,45,27.6,1.7,UX/UI,Senior,Híbrido,45k-60k
EMP_00324,EMP_041,Mujer,46,23.8,3.1,Desarrollo,Mid,Híbrido,30k-45k
EMP_00325,EMP_035,Hombre,29,7.3,4.0,RRHH,Mid,Híbrido,30k-45k
EMP_00326,EMP_032,Mujer,31,8.7,2.0,Desarrollo,Senior,Híbrido,45k-60k
EMP_00327,EMP_038,Hombre,24,2.9,4.0,Administración,Senior,Remoto,45k-60k
EMP_00328,EMP_013,Mujer,44,24.8,1.9,Administración,Junior,Híbrido,<30k
EMP_00329,EMP_021,Mujer,38,16.7,2.2,QA,Junior,Híbrido,<30k
EMP_00330,EMP_031,Mujer,59,39.8,4.4,Marketing,Mid,Híbrido,30k-45k
EMP_00331,EMP_045,Mujer,46,27.1,6.6,Producto,Mid,Híbrido,30k-45k
EMP_00332,EMP_010,Mujer,55,28.5,1.2,QA,Mid,Remoto,30k-45k
EMP_00333,EMP_045,Mujer,49,25.8,2.9,QA,Mid,Presencial,30k-45k
EMP_00334,EMP_015,Hombre,55,33.6,3.7,Desarrollo,Mid,Híbrido,30k-45k
EMP_00335,EMP_040,Hombre,46,22.3,3.2,Producto,Lead,Remoto,>60k
EMP_00336,EMP_012,Hombre,45,22.5,3.2,Producto,Senior,Presencial,45k-60k
EMP_00337,EMP_044,Mujer,39,16.0,3.4,Data & IA,Senior,Híbrido,45k-60k
EMP_00338,EMP_024,Hombre,38,17.8,3.1,RRHH,Junior,Híbrido,<30k
EMP_00339,EMP_027,Hombre,24,4.6,0.7,Data & IA,Junior,Híbrido,<30k
EMP_00340,EMP_024,Mujer,48,26.8,4.3,Marketing,Mid,Híbrido,30k-45k
EMP_00341,EMP_000,Hombre,45,24.2,5.2,Data & IA,Mid,Híbrido,30k-45k
EMP_00342,EMP_042,Hombre,54,31.5,2.5,UX/UI,Senior,Híbrido,45k-60k
EMP_00343,EMP_000,Mujer,34,13.0,4.7,Administración,Junior,Híbrido,<30k
EMP_00344,EMP_002,Mujer,57,37.8,4.3,Desarrollo,Junior,Híbrido,<30k
EMP_00345,EMP_007,Hombre,28,8.1,2.8,RRHH,Junior,Híbrido,<30k
EMP_00346,EMP_049,Hombre,31,7.9,4.3,Data & IA,Junior,Presencial,<30k
EMP_00347,EMP_043,Hombre,52,28.4,4.7,Desarrollo,Junior,Remoto,<30k
EMP_00348,EMP_023,Mujer,23,2.6,0.0,Administración,Junior,Remoto,<30k
EMP_00349,EMP_022,Hombre,38,15.4,1.2,QA,Senior,Presencial,45k-60k
EMP_00350,EMP_027,Hombre,45,22.6,3.4,RRHH,Senior,Híbrido,45k-60k
EMP_00351,EMP_047,Mujer,40,18.5,6.2,Administración,Senior,Presencial,45k-60k
EMP_00352,EMP_006,Hombre,53,30.3,5.2,Producto,Junior,Remoto,<30k
EMP_00353,EMP_037,Hombre,36,14.4,3.8,DevOps,Mid,Híbrido,30k-45k
EMP_00354,EMP_025,Hombre,25,5.1,0.9,Producto,Mid,Presencial,30k-45k
EMP_00355,EMP_001,Hombre,43,20.5,6.7,Desarrollo,Lead,Híbrido,>60k
EMP_00356,EMP_024,Mujer,43,20.0,3.3,Ventas,Mid,Híbrido,30k-45k
EMP_00357,EMP_026,Hombre,35,11.9,3.8,RRHH,Mid,Remoto,30k-45k
EMP_00358,EMP_020,Mujer,33,10.7,0.0,Producto,Mid,Remoto,30k-45k
EMP_00359,EMP_019,Hombre,32,8.9,6.8,DevOps,Mid,Híbrido,30k-45k
EMP_00360,EMP_047,Hombre,55,30.5,2.6,Data & IA,Junior,Presencial,<30k
EMP_00361,EMP_046,Mujer,50,26.0,4.4,Finanzas,Mid,Presencial,30k-45k
EMP_00362,EMP_010,Hombre,23,0.0,4.5,Producto,Senior,Presencial,45k-60k
EMP_00363,EMP_010,Mujer,32,9.6,0.7,Desarrollo,Mid,Híbrido,30k-45k
EMP_00364,EMP_034,Mujer,42,16.3,1.9,RRHH,Mid,Híbrido,30k-45k
EMP_00365,EMP_037,Mujer,59,35.6,1.7,Finanzas,Senior,Remoto,45k-60k
EMP_00366,EMP_046,Hombre,46,25.0,6.4,UX/UI,Senior,Híbrido,45k-60k
EMP_00367,EMP_040,Hombre,37,12.6,3.3,Data & IA,Mid,Presencial,30k-45k
EMP_00368,EMP_029,Hombre,46,24.7,3.9,Ventas,Junior,Híbrido,<30k
EMP_00369,EMP_004,Mujer,36,17.3,0.0,Marketing,Lead,Remoto,>60k
EMP_00370,EMP_022,Hombre,28,4.1,3.6,RRHH,Mid,Híbrido,30k-45k
EMP_00371,EMP_006,Hombre,45,23.4,4.4,Administración,Mid,Presencial,30k-45k
EMP_00372,EMP_041,Hombre,36,11.9,2.9,Marketing,Junior,Presencial,<30k
EMP_00373,EMP_043,Hombre,38,13.1,4.2,UX/UI,Mid,Híbrido,30k-45k
EMP_00374,EMP_012,Hombre,30,7.9,0.1,DevOps,Senior,Presencial,45k-60k
EMP_00375,EMP_045,Mujer,43,17.8,4.1,DevOps,Junior,Presencial,<30k
EMP_00376,EMP_049,Hombre,45,23.6,2.9,DevOps,Mid,Híbrido,30k-45k
EMP_00377,EMP_024,Hombre,38,15.1,0.0,QA,Mid,Híbrido,30k-45k
EMP_00378,EMP_013,Mujer,52,31.8,5.5,DevOps,Mid,Remoto,30k-45k
EMP_00379,EMP_030,Hombre,46,24.7,4.0,Finanzas,Senior,Remoto,45k-60k
EMP_00380,EMP_048,Hombre,29,8.9,4.7,Ventas,Mid,Híbrido,30k-45k
EMP_00381,EMP_035,Hombre,38,16.3,1.2,DevOps,Lead,Remoto,>60k
EMP_00382,EMP_037,Hombre,36,18.8,3.0,RRHH,Mid,Híbrido,30k-45k
EMP_00383,EMP_024,Mujer,41,21.4,1.7,UX/UI,Mid,Híbrido,30k-45k
EMP_00384,EMP_022,Mujer,54,30.2,3.1,Producto,Junior,Híbrido,<30k
EMP_00385,EMP_028,Mujer,34,9.2,0.8,RRHH,Mid,Híbrido,30k-45k
EMP_00386,EMP_010,Mujer,59,40.6,4.3,RRHH,Mid,Remoto,30k-45k
EMP_00387,EMP_035,Hombre,36,13.0,2.1,UX/UI,Senior,Remoto,45k-60k
EMP_00388,EMP_021,Hombre,32,13.4,5.8,QA,Senior,Presencial,45k-60k
EMP_00389,EMP_025,Mujer,52,33.6,3.7,Producto,Senior,Híbrido,45k-60k
EMP_00390,EMP_016,Hombre,29,7.3,4.0,Desarrollo,Mid,Híbrido,30k-45k
EMP_00391,EMP_038,Hombre,41,21.1,1.9,DevOps,Senior,Presencial,45k-60k
EMP_00392,EMP_002,Hombre,28,7.3,7.0,Producto,Senior,Híbrido,45k-60k
EMP_00393,EMP_016,Mujer,27,4.6,5.6,Administración,Mid,Presencial,30k-45k
EMP_00394,EMP_046,Hombre,24,5.4,2.1,DevOps,Senior,Presencial,45k-60k
EMP_00395,EMP_031,Hombre,33,9.7,2.0,DevOps,Mid,Presencial,30k-45k
EMP_00396,EMP_012,Hombre,40,19.0,1.9,Ventas,Senior,Híbrido,45k-60k
EMP_00397,EMP_042,Hombre,53,36.9,2.8,Marketing,Senior,Presencial,45k-60k
EMP_00398,EMP_030,Mujer,39,14.4,5.4,QA,Senior,Remoto,45k-60k
EMP_00399,EMP_024,Mujer,24,1.6,1.5,UX/UI,Mid,Híbrido,30k-45k
EMP_00400,EMP_000,Hombre,50,25.3,2.3,Administración,Junior,Remoto,<30k
EMP_00401,EMP_031,Mujer,28,8.2,2.8,Marketing,Senior,Híbrido,45k-60k
EMP_00402,EMP_044,Hombre,52,32.3,2.5,UX/UI,Mid,Presencial,30k-45k
EMP_00403,EMP_046,Hombre,58,33.5,0.1,RRHH,Mid,Presencial,30k-45k
EMP_00404,EMP_044,Mujer,41,25.2,3.7,Desarrollo,Senior,Remoto,45k-60k
EMP_00405,EMP_009,Hombre,53,30.2,3.2,Desarrollo,Mid,Híbrido,30k-45k
EMP_00406,EMP_028,Hombre,55,35.2,2.9,Producto,Mid,Remoto,30k-45k
EMP_00407,EMP_041,Hombre,55,34.2,5.3,DevOps,Mid,Híbrido,30k-45k
EMP_00408,EMP_044,Hombre,33,9.7,0.0,Desarrollo,Junior,Híbrido,<30k
EMP_00409,EMP_031,Mujer,42,18.7,3.8,RRHH,Lead,Híbrido,>60k
EMP_00410,EMP_003,Mujer,29,10.3,0.0,DevOps,Junior,Híbrido,<30k
EMP_00411,EMP_017,Mujer,35,12.9,5.3,RRHH,Junior,Híbrido,<30k
EMP_00412,EMP_031,Mujer,35,8.5,3.5,Desarrollo,Junior,Remoto,<30k
EMP_00413,EMP_038,Mujer,23,1.5,1.6,UX/UI,Mid,Remoto,30k-45k
EMP_00414,EMP_046,Hombre,46,21.4,5.3,Producto,Senior,Híbrido,45k-60k
EMP_00415,EMP_010,Hombre,33,7.9,2.5,QA,Senior,Híbrido,45k-60k
EMP_00416,EMP_020,Mujer,24,0.0,1.7,QA,Mid,Híbrido,30k-45k
EMP_00417,EMP_019,Mujer,50,30.0,2.0,QA,Mid,Híbrido,30k-45k
EMP_00418,EMP_009,Mujer,22,4.4,0.5,DevOps,Lead,Híbrido,>60k
EMP_00419,EMP_015,Hombre,33,9.3,4.0,Producto,Lead,Híbrido,>60k
EMP_00420,EMP_008,Mujer,41,21.8,0.0,UX/UI,Mid,Remoto,30k-45k
EMP_00421,EMP_036,Hombre,58,39.0,3.4,RRHH,Mid,Híbrido,30k-45k
EMP_00422,EMP_036,Mujer,49,27.3,5.2,Marketing,Mid,Remoto,30k-45k
EMP_00423,EMP_031,Mujer,41,18.9,2.9,DevOps,Junior,Híbrido,<30k
EMP_00424,EMP_018,Hombre,58,35.7,0.9,Marketing,Mid,Remoto,30k-45k
EMP_00425,EMP_037,Mujer,26,4.4,1.2,Finanzas,Junior,Presencial,<30k
EMP_00426,EMP_042,Hombre,33,11.3,3.9,DevOps,Senior,Híbrido,45k-60k
EMP_00427,EMP_049,Mujer,52,30.3,0.0,Producto,Senior,Híbrido,45k-60k
EMP_00428,EMP_027,Mujer,44,20.3,3.8,Ventas,Lead,Remoto,>60k
EMP_00429,EMP_030,Hombre,37,15.1,3.2,DevOps,Mid,Híbrido,30k-45k
EMP_00430,EMP_043,Mujer,29,5.8,6.8,Administración,Mid,Híbrido,30k-45k
EMP_00431,EMP_033,Hombre,26,3.8,2.9,Ventas,Mid,Remoto,30k-45k
EMP_00432,EMP_000,Hombre,39,18.9,3.6,Producto,Lead,Híbrido,>60k
EMP_00433,EMP_045,Mujer,33,11.4,2.5,Finanzas,Junior,Remoto,<30k
EMP_00434,EMP_048,Mujer,25,0.8,4.3,RRHH,Senior,Híbrido,45k-60k
EMP_00435,EMP_025,Hombre,37,16.0,5.0,Finanzas,Mid,Remoto,30k-45k
EMP_00436,EMP_048,Mujer,47,23.0,2.1,UX/UI,Mid,Híbrido,30k-45k
EMP_00437,EMP_049,Mujer,27,6.6,2.2,UX/UI,Mid,Presencial,30k-45k
EMP_00438,EMP_034,Hombre,46,24.6,3.8,Administración,Junior,Híbrido,<30k
EMP_00439,EMP_049,Hombre,34,10.8,2.3,Ventas,Senior,Híbrido,45k-60k
EMP_00440,EMP_043,Hombre,55,29.6,1.1,UX/UI,Junior,Presencial,<30k
EMP_00441,EMP_002,Hombre,59,38.8,2.7,Marketing,Mid,Presencial,30k-45k
EMP_00442,EMP_006,Mujer,34,11.4,5.8,Marketing,Junior,Híbrido,<30k
EMP_00443,EMP_013,Hombre,32,7.1,1.2,Finanzas,Mid,Híbrido,30k-45k
EMP_00444,EMP_009,Mujer,28,3.4,0.0,Data & IA,Junior,Remoto,<30k
EMP_00445,EMP_016,Hombre,42,21.7,0.0,Marketing,Mid,Remoto,30k-45k
EMP_00446,EMP_023,Hombre,54,30.7,0.4,Administración,Mid,Híbrido,30k-45k
EMP_00447,EMP_015,Mujer,59,37.3,1.6,Marketing,Mid,Híbrido,30k-45k
EMP_00448,EMP_029,Hombre,35,11.6,7.5,UX/UI,Mid,Híbrido,30k-45k
EMP_00449,EMP_005,Hombre,24,3.2,3.1,Administración,Senior,Híbrido,45k-60k
EMP_00450,EMP_038,Hombre,23,0.1,3.0,Administración,Lead,Híbrido,>60k
EMP_00451,EMP_018,Mujer,47,21.7,3.3,Data & IA,Junior,Híbrido,<30k
EMP_00452,EMP_049,Mujer,57,37.8,4.1,QA,Senior,Híbrido,45k-60k
EMP_00453,EMP_003,Hombre,27,6.7,5.0,RRHH,Junior,Híbrido,<30k
EMP_00454,EMP_033,Mujer,42,21.5,3.6,UX/UI,Junior,Remoto,<30k
EMP_00455,EMP_017,Mujer,46,21.6,6.1,Producto,Junior,Híbrido,<30k
EMP_00456,EMP_031,Hombre,25,2.6,4.1,Data & IA,Mid,Presencial,30k-45k
EMP_00457,EMP_023,Mujer,55,33.8,0.8,UX/UI,Lead,Híbrido,>60k
EMP_00458,EMP_023,Mujer,48,26.1,4.5,Desarrollo,Senior,Híbrido,45k-60k
EMP_00459,EMP_047,Mujer,29,8.8,0.0,Marketing,Junior,Presencial,<30k
EMP_00460,EMP_046,Mujer,39,17.6,2.9,DevOps,Mid,Remoto,30k-45k
EMP_00461,EMP_020,Hombre,47,24.7,2.7,UX/UI,Mid,Remoto,30k-45k
EMP_00462,EMP_030,Mujer,52,30.7,3.8,RRHH,Mid,Híbrido,30k-45k
EMP_00463,EMP_046,Hombre,52,28.8,3.6,QA,Mid,Híbrido,30k-45k
EMP_00464,EMP_021,Mujer,57,33.4,2.7,Producto,Mid,Remoto,30k-45k
EMP_00465,EMP_004,Hombre,22,1.0,0.0,Marketing,Mid,Remoto,30k-45k
EMP_00466,EMP_037,Mujer,34,14.4,3.8,DevOps,Lead,Híbrido,>60k
EMP_00467,EMP_022,Hombre,43,23.7,3.8,Administración,Senior,Presencial,45k-60k
EMP_00468,EMP_039,Mujer,36,11.2,6.5,QA,Lead,Híbrido,>60k
EMP_00469,EMP_013,Mujer,29,7.6,6.0,Ventas,Mid,Remoto,30k-45k
EMP_00470,EMP_031,Hombre,48,24.6,4.8,QA,Mid,Presencial,30k-45k
EMP_00471,EMP_048,Hombre,40,18.9,4.8,Data & IA,Junior,Presencial,<30k
EMP_00472,EMP_004,Mujer,46,24.5,1.4,Producto,Senior,Remoto,45k-60k
EMP_00473,EMP_020,Hombre,54,29.7,2.5,Desarrollo,Junior,Remoto,<30k
EMP_00474,EMP_049,Mujer,56,33.8,5.2,Marketing,Mid,Híbrido,30k-45k
EMP_00475,EMP_006,Mujer,42,22.4,6.2,Data & IA,Mid,Remoto,30k-45k
EMP_00476,EMP_048,Hombre,53,28.3,4.5,Producto,Senior,Híbrido,45k-60k
EMP_00477,EMP_015,Hombre,34,11.8,8.2,Ventas,Senior,Híbrido,45k-60k
EMP_00478,EMP_023,Mujer,23,2.3,0.0,Producto,Junior,Híbrido,<30k
EMP_00479,EMP_008,Mujer,39,14.1,0.0,Data & IA,Senior,Híbrido,45k-60k
EMP_00480,EMP_029,Hombre,32,10.6,1.9,RRHH,Mid,Híbrido,30k-45k
EMP_00481,EMP_038,Hombre,53,30.2,2.6,Producto,Junior,Remoto,<30k
EMP_00482,EMP_039,Mujer,58,33.8,1.6,DevOps,Mid,Híbrido,30k-45k
EMP_00483,EMP_015,Mujer,25,5.5,2.6,QA,Senior,Híbrido,45k-60k
EMP_00484,EMP_019,Mujer,26,4.4,1.8,Finanzas,Mid,Remoto,30k-45k
EMP_00485,EMP_014,Mujer,29,7.7,4.7,Finanzas,Mid,Remoto,30k-45k
EMP_00486,EMP_002,Mujer,24,0.0,0.3,Marketing,Junior,Híbrido,<30k
EMP_00487,EMP_001,Mujer,56,33.5,6.5,RRHH,Junior,Presencial,<30k
EMP_00488,EMP_006,Mujer,29,5.4,3.3,Data & IA,Senior,Presencial,45k-60k
EMP_00489,EMP_045,Hombre,26,5.1,1.2,Data & IA,Junior,Remoto,<30k
EMP_00490,EMP_028,Mujer,37,11.9,0.0,RRHH,Mid,Presencial,30k-45k
EMP_00491,EMP_013,Mujer,37,15.0,3.8,RRHH,Mid,Híbrido,30k-45k
EMP_00492,EMP_024,Mujer,51,27.9,0.2,Data & IA,Mid,Presencial,30k-45k
EMP_00493,EMP_048,Hombre,26,5.7,4.5,DevOps,Senior,Híbrido,45k-60k
EMP_00494,EMP_009,Hombre,22,0.2,5.5,RRHH,Mid,Presencial,30k-45k
EMP_00495,EMP_046,Hombre,27,6.6,1.6,DevOps,Junior,Híbrido,<30k
EMP_00496,EMP_012,Mujer,53,31.3,2.7,Desarrollo,Lead,Híbrido,>60k
EMP_00497,EMP_033,Mujer,59,36.4,2.2,Data & IA,Mid,Híbrido,30k-45k
EMP_00498,EMP_005,Hombre,23,0.0,0.6,UX/UI,Senior,Híbrido,45k-60k
EMP_00499,EMP_030,Mujer,30,10.6,3.1,Desarrollo,Junior,Híbrido,<30k
EMP_00500,EMP_021,Mujer,44,22.9,1.9,RRHH,Mid,Híbrido,30k-45k
EMP_00501,EMP_032,Hombre,36,14.2,2.8,DevOps,Mid,Remoto,30k-45k
EMP_00502,EMP_020,Hombre,56,34.7,7.0,RRHH,Senior,Remoto,45k-60k
EMP_00503,EMP_021,Mujer,35,14.1,4.2,DevOps,Junior,Presencial,<30k
EMP_00504,EMP_017,Hombre,35,12.7,1.5,RRHH,Senior,Híbrido,45k-60k
EMP_00505,EMP_026,Mujer,23,0.1,1.9,QA,Mid,Híbrido,30k-45k
EMP_00506,EMP_048,Mujer,35,13.1,3.3,RRHH,Junior,Presencial,<30k
EMP_00507,EMP_029,Hombre,46,22.6,8.3,Producto,Senior,Remoto,45k-60k
EMP_00508,EMP_012,Mujer,54,31.9,4.6,Ventas,Senior,Remoto,45k-60k
EMP_00509,EMP_044,Mujer,37,13.7,4.1,QA,Mid,Híbrido,30k-45k
EMP_00510,EMP_022,Mujer,24,0.4,3.7,Marketing,Mid,Presencial,30k-45k
EMP_00511,EMP_021,Mujer,42,20.1,4.1,DevOps,Junior,Híbrido,<30k
EMP_00512,EMP_010,Mujer,53,31.5,1.1,Desarrollo,Junior,Híbrido,<30k
EMP_00513,EMP_018,Hombre,52,24.2,3.6,Desarrollo,Mid,Remoto,30k-45k
EMP_00514,EMP_037,Mujer,27,1.7,5.5,UX/UI,Mid,Híbrido,30k-45k
EMP_00515,EMP_016,Mujer,52,28.6,2.9,DevOps,Mid,Híbrido,30k-45k
EMP_00516,EMP_016,Hombre,32,11.3,5.7,Producto,Senior,Híbrido,45k-60k
EMP_00517,EMP_002,Mujer,36,12.8,2.4,Marketing,Lead,Híbrido,>60k
EMP_00518,EMP_044,Hombre,37,16.9,6.0,RRHH,Mid,Híbrido,30k-45k
EMP_00519,EMP_002,Mujer,25,0.0,4.8,Desarrollo,Junior,Presencial,<30k
EMP_00520,EMP_038,Mujer,57,29.9,4.9,QA,Mid,Remoto,30k-45k
EMP_00521,EMP_017,Mujer,58,35.7,5.0,Ventas,Junior,Presencial,<30k
EMP_00522,EMP_033,Hombre,56,31.7,0.0,RRHH,Junior,Híbrido,<30k
EMP_00523,EMP_039,Mujer,35,12.2,0.7,Producto,Mid,Híbrido,30k-45k
EMP_00524,EMP_031,Hombre,26,3.9,2.7,DevOps,Senior,Presencial,45k-60k
EMP_00525,EMP_036,Mujer,48,28.7,2.2,Administración,Lead,Presencial,>60k
EMP_00526,EMP_012,Hombre,42,18.9,3.8,DevOps,Junior,Híbrido,<30k
EMP_00527,EMP_032,Mujer,26,2.0,2.9,DevOps,Junior,Híbrido,<30k
EMP_00528,EMP_013,Mujer,32,12.4,2.7,Administración,Senior,Presencial,45k-60k
EMP_00529,EMP_041,Hombre,47,26.5,0.5,DevOps,Junior,Híbrido,<30k
EMP_00530,EMP_022,Hombre,56,31.3,0.0,DevOps,Lead,Híbrido,>60k
EMP_00531,EMP_046,Mujer,59,38.0,2.8,Administración,Mid,Híbrido,30k-45k
EMP_00532,EMP_020,Hombre,38,16.9,3.3,Marketing,Mid,Híbrido,30k-45k
EMP_00533,EMP_007,Hombre,23,0.0,2.2,DevOps,Lead,Híbrido,>60k
EMP_00534,EMP_038,Mujer,31,8.8,3.3,Desarrollo,Junior,Híbrido,<30k
EMP_00535,EMP_015,Hombre,42,20.0,5.6,QA,Junior,Híbrido,<30k
EMP_00536,EMP_003,Hombre,29,7.6,4.6,UX/UI,Senior,Remoto,45k-60k
EMP_00537,EMP_027,Mujer,36,13.8,5.0,Marketing,Mid,Presencial,30k-45k
EMP_00538,EMP_009,Mujer,40,16.8,2.8,RRHH,Senior,Remoto,45k-60k
EMP_00539,EMP_019,Mujer,29,7.5,2.1,RRHH,Mid,Híbrido,30k-45k
EMP_00540,EMP_049,Hombre,45,18.1,3.4,Finanzas,Senior,Híbrido,45k-60k
EMP_00541,EMP_001,Mujer,52,28.0,0.3,UX/UI,Mid,Presencial,30k-45k
EMP_00542,EMP_005,Mujer,36,11.8,0.0,QA,Senior,Híbrido,45k-60k
EMP_00543,EMP_004,Hombre,26,6.4,4.4,QA,Senior,Híbrido,45k-60k
EMP_00544,EMP_042,Hombre,31,10.2,5.6,Data & IA,Mid,Híbrido,30k-45k
EMP_00545,EMP_046,Hombre,23,0.0,1.2,Producto,Mid,Híbrido,30k-45k
EMP_00546,EMP_025,Mujer,46,22.8,3.1,Producto,Junior,Híbrido,<30k
EMP_00547,EMP_037,Mujer,31,7.7,4.9,QA,Junior,Híbrido,<30k
EMP_00548,EMP_005,Mujer,23,3.9,6.6,RRHH,Mid,Remoto,30k-45k
EMP_00549,EMP_012,Mujer,52,34.7,3.8,DevOps,Mid,Presencial,30k-45k
EMP_00550,EMP_007,Mujer,55,32.3,1.3,Marketing,Mid,Híbrido,30k-45k
EMP_00551,EMP_034,Hombre,39,15.8,0.4,DevOps,Mid,Presencial,30k-45k
EMP_00552,EMP_014,Hombre,35,17.1,0.8,Producto,Mid,Híbrido,30k-45k
EMP_00553,EMP_040,Hombre,43,21.6,2.7,Desarrollo,Mid,Presencial,30k-45k
EMP_00554,EMP_009,Hombre,53,30.4,3.0,Administración,Mid,Híbrido,30k-45k
EMP_00555,EMP_032,Hombre,42,21.7,1.8,Finanzas,Junior,Remoto,<30k
EMP_00556,EMP_006,Mujer,33,10.7,3.6,QA,Junior,Remoto,<30k
EMP_00557,EMP_045,Hombre,34,12.7,6.2,Data & IA,Lead,Híbrido,>60k
EMP_00558,EMP_042,Mujer,44,19.9,4.0,Desarrollo,Mid,Híbrido,30k-45k
EMP_00559,EMP_037,Mujer,43,19.3,4.8,Administración,Mid,Híbrido,30k-45k
EMP_00560,EMP_025,Hombre,49,27.8,1.7,Producto,Lead,Remoto,>60k
EMP_00561,EMP_017,Hombre,48,26.0,4.1,Ventas,Mid,Híbrido,30k-45k
EMP_00562,EMP_044,Hombre,44,23.0,4.4,DevOps,Junior,Híbrido,<30k
EMP_00563,EMP_000,Hombre,58,36.5,8.2,Ventas,Mid,Híbrido,30k-45k
EMP_00564,EMP_027,Mujer,40,20.0,3.4,Administración,Senior,Remoto,45k-60k
EMP_00565,EMP_035,Mujer,58,35.7,0.6,Data & IA,Senior,Híbrido,45k-60k
EMP_00566,EMP_048,Hombre,37,16.2,4.5,Ventas,Mid,Presencial,30k-45k
EMP_00567,EMP_035,Hombre,24,4.6,2.2,Administración,Junior,Remoto,<30k
EMP_00568,EMP_021,Hombre,46,27.3,3.8,Marketing,Mid,Híbrido,30k-45k
EMP_00569,EMP_014,Hombre,48,25.0,0.8,Data & IA,Lead,Híbrido,>60k
EMP_00570,EMP_000,Mujer,34,15.3,8.3,DevOps,Mid,Híbrido,30k-45k
EMP_00571,EMP_012,Hombre,47,25.6,3.6,Producto,Mid,Remoto,30k-45k
EMP_00572,EMP_029,Mujer,35,10.1,0.8,RRHH,Senior,Presencial,45k-60k
EMP_00573,EMP_037,Mujer,52,31.4,2.3,DevOps,Mid,Presencial,30k-45k
EMP_00574,EMP_013,Hombre,58,35.4,1.1,QA,Junior,Híbrido,<30k
EMP_00575,EMP_037,Hombre,25,4.2,3.7,Marketing,Junior,Híbrido,<30k
EMP_00576,EMP_026,Hombre,56,34.8,1.2,Producto,Mid,Híbrido,30k-45k
EMP_00577,EMP_010,Mujer,42,19.2,0.6,Data & IA,Senior,Híbrido,45k-60k
EMP_00578,EMP_025,Hombre,38,14.9,8.1,Desarrollo,Mid,Remoto,30k-45k
EMP_00579,EMP_033,Hombre,35,11.9,3.6,QA,Senior,Híbrido,45k-60k
EMP_00580,EMP_003,Mujer,25,3.0,1.7,Administración,Senior,Híbrido,45k-60k
